m_id,m_gametext
41411,"['Soul of War (Tithi) I','','','','','','','','','','','']"
41412,"['Soul of War (Alfyn) I','','','','','','','','','','','']"
41413,"['Soul of War (Therion) I','','','','','','','','','','','']"
41414,"['Soul of War (Adelle) I','','','','','','','','','','','']"
41415,"['Soul of War (<JobIcon_0070>Tressa) I','','','','','','','','','','','']"
41416,"['Soul of War (Dorothea) I','','','','','','','','','','','']"
41417,"['Soul of War (Ophilia) I','','','','','','','','','','','']"
41418,"['Soul of War (Lianna) I','','','','','','','','','','','']"
41419,"['Soul of War (Agnès) I','','','','','','','','','','','']"
41544,"['Soul of War (Rondo) I','','','','','','','','','','','']"
41545,"['Soul of War (Herminia) I','','','','','','','','','','','']"
41546,"['Soul of War (Tytos) I','','','','','','','','','','','']"
41547,"['Soul of War (Auguste) I','','','','','','','','','','','']"
41762,"['Soul of War (Levina) I','','','','','','','','','','','']"
41763,"['Soul of War (Krauser) I','','','','','','','','','','','']"
41764,"['Soul of War (Zenia) I','','','','','','','','','','','']"
41765,"['Soul of War (Rinyuu) I','','','','','','','','','','','']"
41902,"['Soul of War (Yukes) I','','','','','','','','','','','']"
41903,"['Soul of War (Aedelgard) I','','','','','','','','','','','']"
41904,"['Soul of War (Sarisa) I','','','','','','','','','','','']"
41905,"['Soul of War (Eltrix) I','','','','','','','','','','','']"
41906,"['Soul of War (<JobIcon_9001>Sofia) I','','','','','','','','','','','']"
41907,"['Soul of War (<JobIcon_9002>Fiore) I','','','','','','','','','','','']"
42434,"['Soul of War (Frederica) I','','','','','','','','','','','']"
42435,"['Soul of War (Serenoa) I','','','','','','','','','','','']"
42436,"['Soul of War (Roland) I','','','','','','','','','','','']"
42437,"['Soul of War (Leon) I','','','','','','','','','','','']"
42438,"['Soul of War (Bargello) I','','','','','','','','','','','']"
42439,"['Soul of War (Sonia) I','','','','','','','','','','','']"
42440,"['Soul of War (Tatloch) I','','','','','','','','','','','']"
42441,"['Soul of War (<JobIcon_9005>Tressa) I','','','','','','','','','','','']"
42821,"['Soul of War (Nona) I','','','','','','','','','','','']"
42822,"['Soul of War (Lemaire) I','','','','','','','','','','','']"
42823,"['Soul of War (Hammy) I','','','','','','','','','','','']"
42824,"['Soul of War (<JobIcon_9004>Primrose) I','','','','','','','','','','','']"
42825,"['Soul of War (<JobIcon_9007>Millard) I','','','','','','','','','','','']"
42826,"['Soul of War (<JobIcon_9008>Lumis) I','','','','','','','','','','','']"
42939,"['Soul of War (Elrica) I','','','','','','','','','','','']"
42940,"['Soul of War (<JobIcon_9009>Alaune) I','','','','','','','','','','','']"
42941,"['Soul of War (Nephti) I','','','','','','','','','','','']"
42942,"[""Soul of War (<JobIcon_9003>H'aanit) I"",'','','','','','','','','','','']"
42943,"['Soul of War (Solon) I','','','','','','','','','','','']"
43082,"['Soul of War (Oersted) I','','','','','','','','','','','']"
43083,"['Soul of War (Streibough) I','','','','','','','','','','','']"
43084,"['Soul of War (O. Odio) I','','','','','','','','','','','']"
43085,"['Soul of War (S. Odio) I','','','','','','','','','','','']"
43086,"['Soul of War (Canary) I','','','','','','','','','','','']"
43939,"['Soul of War (Signa) I','','','','','','','','','','','']"
43940,"['Soul of War (Sazantos) I','','','','','','','','','','','']"
43941,"['Soul of War (Ogen) I','','','','','','','','','','','']"
43942,"['Soul of War (Ditraina) I','','','','','','','','','','','']"
43943,"['Soul of War (Ditraina) II','','','','','','','','','','','']"
43944,"['Soul of War (Sertet) I','','','','','','','','','','','']"
44216,"['Soul of War (Nivelle) I','','','','','','','','','','','']"
44220,"['Soul of War (Isla) I','','','','','','','','','','','']"
44604,"['Soul of War (Rique) I','','','','','','','','','','','']"
41360,"[""Hardy Hero's Soul"",'','','','','','','','','','','']"
41396,"[""Guardian Hero's Soul"",'','','','','','','','','','','']"
41543,"[""Dying Hero's Soul"",'','','','','','','','','','','']"
42433,"[""Divine Soldier's Soul"",'','','','','','','','','','','']"
41540,"['Great Conquering Soul (Gold)','','','','','','','','','','','']"
41548,"['Soul of Mastery (<JobIcon_0001>Sofia) I','','','','','','','','','','','']"
41549,"['Soul of Mastery (Gilderoy) I','','','','','','','','','','','']"
41550,"['Soul of Mastery (<JobIcon_0005>Millard) I','','','','','','','','','','','']"
41551,"['Soul of Mastery (Lynette) I','','','','','','','','','','','']"
41552,"['Soul of Mastery (Molrusso) I','','','','','','','','','','','']"
41553,"['Soul of Mastery (<JobIcon_0068>Primrose) I','','','','','','','','','','','']"
41554,"['Soul of Mastery (Olberic) I','','','','','','','','','','','']"
41555,"['Soul of Mastery (Heathcote) I','','','','','','','','','','','']"
41556,"['Soul of Mastery (<JobIcon_0084>Lumis) I','','','','','','','','','','','']"
41557,"['Soul of Mastery (Tithi) I','','','','','','','','','','','']"
41558,"['Soul of Mastery (Yunnie) I','','','','','','','','','','','']"
41559,"['Soul of Mastery (Lars) I','','','','','','','','','','','']"
41560,"['Soul of Mastery (Stead) I','','','','','','','','','','','']"
41561,"['Soul of Mastery (Tikilen) I','','','','','','','','','','','']"
41562,"['Soul of Mastery (Kersjes) I','','','','','','','','','','','']"
41563,"['Soul of Mastery (Glossom) I','','','','','','','','','','','']"
41564,"['Soul of Mastery (Gertrude) I','','','','','','','','','','','']"
41565,"['Soul of Mastery (Hayes) I','','','','','','','','','','','']"
41566,"['Soul of Mastery (Nina-Lanna) I','','','','','','','','','','','']"
41567,"['Soul of Mastery (Richard) I','','','','','','','','','','','']"
41568,"['Soul of Mastery (Rondo) I','','','','','','','','','','','']"
41569,"['Soul of Mastery (Herminia) I','','','','','','','','','','','']"
41570,"['Soul of Mastery (Tytos) I','','','','','','','','','','','']"
41571,"['Soul of Mastery (Auguste) I','','','','','','','','','','','']"
41766,"['Soul of Mastery (<JobIcon_0002>Fiore) I','','','','','','','','','','','']"
41767,"['Soul of Mastery (Scarecrow) I','','','','','','','','','','','']"
41768,"['Soul of Mastery (Viola) I','','','','','','','','','','','']"
41769,"['Soul of Mastery (Theo) I','','','','','','','','','','','']"
41770,"['Soul of Mastery (<JobIcon_0070>Tressa) I','','','','','','','','','','','']"
41771,"['Soul of Mastery (Alfyn) I','','','','','','','','','','','']"
41772,"[""Soul of Mastery (<JobIcon_0072>H'aanit) I"",'','','','','','','','','','','']"
41773,"['Soul of Mastery (Ophilia) I','','','','','','','','','','','']"
41774,"['Soul of Mastery (Therion) I','','','','','','','','','','','']"
41775,"[""Soul of Mastery (Z'aanta) I"",'','','','','','','','','','','']"
41776,"['Soul of Mastery (Therese) I','','','','','','','','','','','']"
41777,"['Soul of Mastery (Lianna) I','','','','','','','','','','','']"
41778,"['Soul of Mastery (Varkyn) I','','','','','','','','','','','']"
41779,"[""Soul of Mastery (Ri'tu) I"",'','','','','','','','','','','']"
41780,"['Soul of Mastery (Cardona) I','','','','','','','','','','','']"
41781,"['Soul of Mastery (Nicola) I','','','','','','','','','','','']"
41782,"['Soul of Mastery (Yan Long) I','','','','','','','','','','','']"
41783,"['Soul of Mastery (Hasumi) I','','','','','','','','','','','']"
41784,"['Soul of Mastery (Largo) I','','','','','','','','','','','']"
41785,"['Soul of Mastery (Promme) I','','','','','','','','','','','']"
41786,"['Soul of Mastery (Zenia) I','','','','','','','','','','','']"
41787,"['Soul of Mastery (Levina) I','','','','','','','','','','','']"
41788,"['Soul of Mastery (Krauser) I','','','','','','','','','','','']"
41789,"['Soul of Mastery (Rinyuu) I','','','','','','','','','','','']"
41908,"['Soul of Mastery (Lionel) I','','','','','','','','','','','']"
41909,"['Soul of Mastery (Harley) I','','','','','','','','','','','']"
41910,"['Soul of Mastery (Molu) I','','','','','','','','','','','']"
41911,"['Soul of Mastery (Dorothea) I','','','','','','','','','','','']"
41912,"['Soul of Mastery (Eliza) I','','','','','','','','','','','']"
41913,"['Soul of Mastery (Cecily) I','','','','','','','','','','','']"
41914,"['Soul of Mastery (Falco) I','','','','','','','','','','','']"
41915,"['Soul of Mastery (Kouren) I','','','','','','','','','','','']"
41916,"['Soul of Mastery (Eleonora) I','','','','','','','','','','','']"
41917,"['Soul of Mastery (Yukes) I','','','','','','','','','','','']"
41918,"['Soul of Mastery (<JobIcon_0603>Alaune) I','','','','','','','','','','','']"
41919,"['Soul of Mastery (Aedelgard) I','','','','','','','','','','','']"
41920,"['Soul of Mastery (Sarisa) I','','','','','','','','','','','']"
41921,"['Soul of Mastery (Eltrix) I','','','','','','','','','','','']"
41922,"['Soul of Mastery (<JobIcon_9001>Sofia) I','','','','','','','','','','','']"
41923,"['Soul of Mastery (<JobIcon_9002>Fiore) I','','','','','','','','','','','']"
42442,"['Soul of Mastery (Frederica) I','','','','','','','','','','','']"
42443,"['Soul of Mastery (Serenoa) I','','','','','','','','','','','']"
42444,"['Soul of Mastery (Roland) I','','','','','','','','','','','']"
42445,"['Soul of Mastery (Leon) I','','','','','','','','','','','']"
42446,"['Soul of Mastery (Bargello) I','','','','','','','','','','','']"
42447,"['Soul of Mastery (Sonia) I','','','','','','','','','','','']"
42448,"['Soul of Mastery (Tatloch) I','','','','','','','','','','','']"
42449,"['Soul of Mastery (<JobIcon_9005>Tressa) I','','','','','','','','','','','']"
42800,"['Soul of Mastery (Cyrus) I','','','','','','','','','','','']"
42801,"['Soul of Mastery (Soleil) I','','','','','','','','','','','']"
42802,"['Soul of Mastery (Odette) I','','','','','','','','','','','']"
42803,"['Soul of Mastery (Odette) II','','','','','','','','','','','']"
42804,"[""Soul of Mastery (W'ludai) I"",'','','','','','','','','','','']"
42805,"['Soul of Mastery (Chloe) I','','','','','','','','','','','']"
42806,"['Soul of Mastery (Jillmeila) I','','','','','','','','','','','']"
42807,"['Soul of Mastery (Joshua) I','','','','','','','','','','','']"
42808,"['Soul of Mastery (Nona) I','','','','','','','','','','','']"
42809,"['Soul of Mastery (Edea) I','','','','','','','','','','','']"
42810,"['Soul of Mastery (Agnès) I','','','','','','','','','','','']"
42811,"['Soul of Mastery (Elvis) I','','','','','','','','','','','']"
42812,"['Soul of Mastery (Adelle) I','','','','','','','','','','','']"
42813,"['Soul of Mastery (2B) I','','','','','','','','','','','']"
42814,"['Soul of Mastery (9S) I','','','','','','','','','','','']"
42815,"['Soul of Mastery (A2) I','','','','','','','','','','','']"
42816,"['Soul of Mastery (Lemaire) I','','','','','','','','','','','']"
42817,"['Soul of Mastery (Hammy) I','','','','','','','','','','','']"
42818,"['Soul of Mastery (<JobIcon_9004>Primrose) I','','','','','','','','','','','']"
42819,"['Soul of Mastery (<JobIcon_9007>Millard) I','','','','','','','','','','','']"
42820,"['Soul of Mastery (<JobIcon_9008>Lumis) I','','','','','','','','','','','']"
42944,"['Soul of Mastery (Elrica) I','','','','','','','','','','','']"
42945,"['Soul of Mastery (<JobIcon_9009>Alaune) I','','','','','','','','','','','']"
42946,"['Soul of Mastery (Nephti) I','','','','','','','','','','','']"
42947,"[""Soul of Mastery (<JobIcon_9003>H'aanit) I"",'','','','','','','','','','','']"
42948,"['Soul of Mastery (Solon) I','','','','','','','','','','','']"
43087,"['Soul of Mastery (Oersted) I','','','','','','','','','','','']"
43088,"['Soul of Mastery (Streibough) I','','','','','','','','','','','']"
43089,"['Soul of Mastery (O. Odio) I','','','','','','','','','','','']"
43090,"['Soul of Mastery (S. Odio) I','','','','','','','','','','','']"
43091,"['Soul of Mastery (Canary) I','','','','','','','','','','','']"
43946,"['Soul of Mastery (Signa) I','','','','','','','','','','','']"
43947,"['Soul of Mastery (Sazantos) I','','','','','','','','','','','']"
43948,"['Soul of Mastery (Ogen) I','','','','','','','','','','','']"
43949,"['Soul of Mastery (Ditraina) I','','','','','','','','','','','']"
43950,"['Soul of Mastery (Sertet) I','','','','','','','','','','','']"
44224,"['Soul of Mastery (Nivelle) I','','','','','','','','','','','']"
44228,"['Soul of Mastery (Isla) I','','','','','','','','','','','']"
44609,"['Soul of Mastery (Rique) I','','','','','','','','','','','']"
41476,"[""Brilliant Master's Soul (Rainbow)"",'','','','','','','','','','','']"
41477,"[""Brilliant Warrior's Soul (Rainbow)"",'','','','','','','','','','','']"
41478,"[""Brilliant Sage's Soul (Rainbow)"",'','','','','','','','','','','']"
41479,"['Lovely Power Soul (Gold)','','','','','','','','','','','']"
41480,"['Lovely Magic Soul (Gold)','','','','','','','','','','','']"
41481,"['Lovely Defense Soul (Gold)','','','','','','','','','','','']"
41482,"['Lovely Spirit Soul (Gold)','','','','','','','','','','','']"
41483,"['Lovely Stamina Soul (Gold)','','','','','','','','','','','']"
41484,"['Lovely Anima Soul (Gold)','','','','','','','','','','','']"
41485,"['Lovely Speed Soul (Gold)','','','','','','','','','','','']"
41486,"['Bewitching Power Soul (Gold)','','','','','','','','','','','']"
41487,"['Tainted Power Soul (Gold)','','','','','','','','','','','']"
41488,"['Bewitching Magic Soul (Gold)','','','','','','','','','','','']"
41489,"['Tainted Magic Soul (Gold)','','','','','','','','','','','']"
41490,"['Bewitching Defense Soul (Gold)','','','','','','','','','','','']"
41491,"['Tainted Defense Soul (Gold)','','','','','','','','','','','']"
41492,"['Bewitching Spirit Soul (Gold)','','','','','','','','','','','']"
41493,"['Tainted Spirit Soul (Gold)','','','','','','','','','','','']"
41494,"['Bewitching Stamina Soul (Gold)','','','','','','','','','','','']"
41495,"['Tainted Stamina Soul (Gold)','','','','','','','','','','','']"
41496,"['Bewitching Anima Soul (Gold)','','','','','','','','','','','']"
41497,"['Tainted Anima Soul (Gold)','','','','','','','','','','','']"
41498,"['Bewitching Speed Soul (Gold)','','','','','','','','','','','']"
41499,"['Tainted Speed Soul (Gold)','','','','','','','','','','','']"
42018,"['Stollenwurm','','','','','','','','','','','']"
42754,"['Lykaon','','','','','','','','','','','']"
42786,"['Simurgh','','','','','','','','','','','']"
42412,"['Captain Tristan','','','','','','','','','','','']"
42413,"['Francesca the Actress','','','','','','','','','','','']"
42414,"[""M'suhi the Viper"",'','','','','','','','','','','']"
42415,"['Empress Tatloch','','','','','','','','','','','']"
42729,"['Lady-In-Waiting','','','','','','','','','','','']"
42730,"['Lady Herminia','','','','','','','','','','','']"
42731,"['Gonska the Clown','','','','','','','','','','','']"
42732,"['Oskha the Have-Not','','','','','','','','','','','']"
42733,"['Adventurer','','','','','','','','','','','']"
